particle-diameter,concentration
0.009770459490585831,0.00003375614489075122
0.012406661208121103,0.0005499006168431847
0.015668481243915133,0.005730182684415017
0.019682037974071823,0.027318238057293564
0.025137464362131802,0.20358090385961075
0.03229606208582985,0.3969960133374849
0.04013127121067451,0.6193567319720139
0.05099445126637376,0.7726207190200005
0.06408194602239428,0.8620275759187365
0.08234591785848953,0.859932544726954
0.10289530576758554,1.341515263747134
0.13369128232018224,1.8708751980228058
0.16614551443265074,1.8669339236434597
0.21113866273259949,1.6657180605989506
0.26383614973760416,2.323887397756886
0.33530462162462615,1.6582588911739429
0.4260686160940451,2.06860620169705
0.5324258416444425,2.5809153568517726
0.6691308214892351,2.0595656029864364
0.8646704278454848,1.8372900615905394
1.0866168159700518,1.83322127086731
1.3356723922075828,0.9359229657616865
1.7259431004556003,0.9335978583565389
2.1937995651146864,0.38107360322898964
2.772733543434775,0.21748750466493846
3.504656191304007,0.09927147180051688
4.504193460494149,0.056647331099415346
5.5984499567253385,0.032335184903694185
8.991227714470606,0.02302111108740702
11.235322185422266,0.032117361997713936
14.356404248032087,0.04006285273765804
18.140635466780513,0.05588670296194965
22.794292952364664,0.08717987426137985
29.28912619726932,0.10874135952305054
36.80383636068466,0.1516997484865865
47.02905861629495,0.16922682948432619
58.788093808781454,0.09178329160409876
75.54780568326231,0.04929228776121049
91.83709660021259,0.022507824102526636
119.35926557538532,0.010270846616607284
150.8621785071115,0.0072422054878008975
189.5631880492948,0.006177523293688545
246.35756537369315,0.004665839705665829
306.1896985123622,0.0033301285901602114
386.96855191242884,0.002376412025267195
486.41376949045565,0.0009701027344569182
611.3965759375822,0.0004428242165570134
768.5857535867832,0.0001292928205856714
988.0258759504411,0.00003018479479946978
7.075005869200613,0.02885169815424107
